App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
21-Day Meditation Experience,Frozen Day 3...Things w we're moving along great I hit day 3 stuck there.now everyday returns back day.what waste time. New Year Same problem freezes minutes playing. . Anything calming trans-formative experience,Positive,0.0893939393939394,0.3215909090909091
21-Day Meditation Experience,Stressed I downloaded start time I got emails saying day expired within 5 days I already missed Day 1 I needed Day 2 day. Meditation individuals time frame... And I want pay deep thinker.... Full Review,Positive,0.175,0.47500000000000003
21-Day Meditation Experience,"Update: Apr 21, 2018 - I love itl. Reliable consistent. Old review: 2015 Lately every night I shows ""unable library"" message I uninstal n 're-install nightly... Contacted support team told work. So... Bad ..",Negative,-0.1083333333333333,0.4694444444444444
21-Day Meditation Experience,"Great meditations. Two things I wish would improve on. 1) allow daily reminders items purchased library set time daily reminder. 2) writing journal, blank space scrolls. It would nice instructions scroll well, bc much r... Full Review",Positive,0.2785714285714285,0.35714285714285715
21-Day Meditation Experience,"This totally awesome.... little trouble times w wanted go back relisten ""rewind"" recording freaked & close & start",Positive,0.153125,0.425
21-Day Meditation Experience,Day 1&2 fine. But day 3 froze quarter way thru meditation. That's disruptive. I'd rather online version. Uninstalling.,Positive,0.4166666666666667,0.5
21-Day Meditation Experience,"Overall, easy use. Houses meditation programs I purchased place allows stream time. Makes participating 21-day programs breeze. Gave four stars hang becomes stuck sometimes.",Positive,0.21666666666666667,0.4166666666666667
21-Day Meditation Experience,Regular free meditations.. what's love?? They like 1/2 spiritual teaching 1/2 meditation. I've even bought quite few. Great value!,Positive,0.2833333333333333,0.4100427350427351
21-Day Meditation Experience,"I enjoy using complete meditations anywhere, however 21-day meditation series allow journaling way online via desktop. This huge faux pas, strongly important part experience.",Positive,0.32500000000000007,0.7
21-Day Meditation Experience,I problems reviewers mentioned. This working great. I love hearing Oprah Deepak's voice...so calming. It's great addition regular practice.,Positive,0.525,0.5442307692307693
21-Day Meditation Experience,Love music & voices. I like I access ALL meditations 21 days. I missed trip & I can't access them.,Positive,0.5,0.6
21-Day Meditation Experience,Best App...hands down! I love variety sample meditations choose from. That mediation intro read prepare whats come. This duo dynamic (Oprah Deepak) force reckoned with...Thank helping become best sel... Full Review,Positive,0.4425925925925926,0.36759259259259264
21-Day Meditation Experience,"The content great hard use, gives sense actions progressing seems outdated poorly made. The easier need updating. It's shame program good!",Positive,0.11666666666666665,0.625
21-Day Meditation Experience,"It extremely calming excellent method center day. It brings anxiety stress levels leading progressive, peaceful, energetic positive mindset. I highy recommended hard time reaching true desired level ... Full Review",Positive,0.24006734006734007,0.5985690235690236
21-Day Meditation Experience,Has paid library available plus lists free meditation offer. Easy keep track navigate. Does always allow listen downloaded meditations I internet. The free experience registers I get reminders I've missed experience. Thanks fix.,Positive,0.36666666666666664,0.6066666666666668
21-Day Meditation Experience,"Love access meditations. After playing day, though, jumps back days starts replaying. Can fix glitch?",Positive,0.25,0.3
21-Day Meditation Experience,I know begin I asked 'whatever want call life force' I received answers. I imagine incredible positive creative flow meditations generate join together July 23. The unified field within us ... Full Review,Positive,0.49431818181818177,0.7488636363636363
21-Day Meditation Experience,"This good I updated it. Now I cannot access journal entries. It says ""Journal available meditation "" every day. Please fix",Positive,0.55,0.5
21-Day Meditation Experience,"Simple, easy use, unnecessarily wastes time... A good investment time, personal growth.",Positive,0.18666666666666668,0.41809523809523813
21-Day Meditation Experience,"I love app, quick & easy use, right size read. I.m able meditate anywhere w/o laptop. I don.t access email meditation experience, I handy app. I love 21 Day experience I get time. Thanks much.",Positive,0.39470899470899473,0.55489417989418
21-Day Meditation Experience,"I love and depend app. IN which journal would stay, 5 days access free meditations--still made significant positive impact life.",Positive,0.3755681818181818,0.7051136363636363
21-Day Meditation Experience,Nice work consistently. Had frequent glitches barring access journal parts content,Positive,0.31666666666666665,0.5166666666666667
21-Day Meditation Experience,Thank changing permissions access! When I done meditation I enjoy quiet...this auto plays another right away makes awful loud introduction next meditation. This happened night uses data I catch it. Please consider changing I rea... Full Review,Positive,0.02261904761904762,0.5642857142857142
21-Day Meditation Experience,Amazing meditation sessions. Only wish option keep expired. Currently shredding weight Oprah absolutely helping stay track keep accountable.,Positive,0.2,0.7999999999999999
"2Date Dating App, Love and matching","This good dating app, I love much. This lot Chinese English speaking members. Most active I chat requests soon registered. There advertising, I chat others members freely. I used different dating apps, functions simple direct one. Users exchanged contact easily. Those guys met nice, gentle serious. Feeling good it. Hopefully every enjoy using app.",Positive,0.2509803921568628,0.5327731092436975
"2Date Dating App, Love and matching","Thank friend introduced dating me. This changed impression dating app. This first time real date real life dating app, I happy that! I'm satisfied quality app, especially excellent customer services functions user oriented, localized, users active, I wait long users' replies matching. Finally, I honestly give big like app. Hope enjoy app!",Positive,0.3696969696969697,0.5848484848484848
"2Date Dating App, Love and matching","This seems nice, need VIP even send message another party.. This issue users wish pay membership time being... It's understandable can't send msg first, party msg you, able reply without problem..",Positive,0.45,0.6527777777777778
"2Date Dating App, Love and matching",Dont waste money become VIP. Tons there. This scam rubbish.,Negative,-0.2,0.0
"2Date Dating App, Love and matching",Fu....ng app. Just wasting time. You send receive heart signs. Can't send receive messages. Asking money messages. Better find another platform,Positive,0.5,0.5
"2Date Dating App, Love and matching","I like dating much. Different dating apps, members truly want make friends. The personal information users good detail, helps easily understand members. Functions interfaces dating simple, user friendly advertisement. It easy get start find someone chat directly. Users active serious, I met member similar interests values. We dinning offline sometimes joined activities others. I hope everyone make friends I find half ^^",Positive,0.1173611111111111,0.5214285714285715
"2Date Dating App, Love and matching",Am happy here. It's interesting. Hello friends I glad meet u all. Let's enjoy,Positive,0.55,0.75
"2Date Dating App, Love and matching",Well actually good ..but thing allowed match 30 day ..and plus filters country u want socialize .it happen randomly chosen,Positive,0.09999999999999998,0.55
"2Date Dating App, Love and matching","Nice~It many gals!! Users friendly, good dating app, much better others.",Positive,0.5890625,0.525
"2Date Dating App, Love and matching",Nice!! It attractive function.. Members friendly... Best choice meet new friends,Positive,0.6497727272727272,0.6509090909090909
"2Date Dating App, Love and matching","Nice! It attractive functions!! Users nice, feeling good it:)",Positive,0.71,0.9199999999999999
"2Date Dating App, Love and matching","Nice,it many function!! The best meet friend!",Positive,0.890625,0.4
"2Date Dating App, Love and matching",You can't chat girls without paying premium. Waste time,Negative,-0.2,0.0
"2Date Dating App, Love and matching",Chatting behind paywall. You're unable initiate conversations anyone without paying subscription fee.,Negative,-0.45,0.6
"2Date Dating App, Love and matching",Its hard send message likes me...its also worst site needs vip member send message...,Negative,-0.6458333333333334,0.7708333333333333
"2Date Dating App, Love and matching",Nice!! It many gals~ Users friendly~ It's great easy use(^_^),Positive,0.6091666666666666,0.7166666666666667
"2Date Dating App, Love and matching",Nice also users much friendly. Love,Positive,0.4916666666666667,0.7000000000000001
"2Date Dating App, Love and matching","If dont want spend money dating dont it, need make payment become VIP chat others.",Neutral,0.0,0.0
"2Date Dating App, Love and matching",Why cant reply message,Neutral,0.0,0.0
"2Date Dating App, Love and matching",nan,nan,nan,nan
"2Date Dating App, Love and matching",A good way start something different,Positive,0.35,0.6000000000000001
"2Date Dating App, Love and matching",Just nice sote focus wanted!,Positive,0.75,1.0
"2Date Dating App, Love and matching",Nice! It alot users,Positive,0.75,1.0
"2Date Dating App, Love and matching",Nice many people inside,Positive,0.55,0.75
"2Date Dating App, Love and matching",We can't even send messages anyone unless VIP Member.its purely business.,Positive,0.21428571428571427,0.5
"2Date Dating App, Love and matching",Can't receive email. And can't reply message,Neutral,0.0,0.0
"2Date Dating App, Love and matching","This app is worthy of praise, but still needs to work hard",Positive,0.020833333333333315,0.7708333333333333
"2Date Dating App, Love and matching","It’s so cool, it’s hard to use it, it’s hard for you.",Negative,-0.07777777777777779,0.5777777777777778
"2Date Dating App, Love and matching",Nice! many members! I like it=),Positive,0.625,0.8333333333333334
"2Date Dating App, Love and matching","Not good, even simplest messages function needs VIP",Negative,-0.35,0.6000000000000001
"2Date Dating App, Love and matching",Does necassary vip members sent message others?,Neutral,0.0,0.0
"2Date Dating App, Love and matching",lots fake account....,Negative,-0.5,1.0
"2Date Dating App, Love and matching",Really worth a try dating platform ~ good quality ~~,Positive,0.5,0.35000000000000003
"2Date Dating App, Love and matching",Nice app... People friendly... Like it...,Positive,0.4875,0.75
"2Date Dating App, Love and matching","Nice, many members!! Users active. It's great easy use.",Positive,0.49625,0.7366666666666667
"2Date Dating App, Love and matching",It's OK easy access,Positive,0.4666666666666667,0.6666666666666667
"2Date Dating App, Love and matching",Vosan wong,Neutral,0.0,0.0
"2Date Dating App, Love and matching","Nice!! It many gals, users friendly! Well designed easy ^_^",Positive,0.5848958333333334,0.7083333333333334
"2Date Dating App, Love and matching",nan,nan,nan,nan
"2Date Dating App, Love and matching",This perfect,Positive,1.0,1.0
2GIS: directory & navigator,"Thanks lot excellent map ""2gis"". I love it, like much...... It's working well, even without data connection; that's helpful people. Go ahead, keep us.",Positive,0.475,0.49999999999999994
2GIS: directory & navigator,"The application very much helps out when there is no connection to Wi-Fi. In addition, the route is total. transport in the city is a huge plus.",Positive,0.22000000000000006,0.6366666666666667
2GIS: directory & navigator,Very good app. You get lost anywhere.,Positive,0.9099999999999999,0.7800000000000001
2GIS: directory & navigator,"Not showing easily fastest routes United Arab Emirates , taking longitudes, latitude's map coordination inputs every location UAE United Arab Emirates need update maps latest 3D UPDATED STREET NAME, AREA LOCATION, poi, restaurant, hotel's, Atm",Positive,0.4666666666666667,0.8666666666666667
2GIS: directory & navigator,"It useful find offices places UAE, Love offline facility.",Positive,0.4,0.3
2GIS: directory & navigator,Love cause always gives date information really useful,Positive,0.4,0.3
2GIS: directory & navigator,"A lot of intrusive advertising and suggestions, invitations- become an agent or a photographer.",Neutral,0.0,0.0
2GIS: directory & navigator,"I ask to add the opportunity to watch where some buses are currently online (that is, displayed as in Yandex transport)",Neutral,0.0,0.4
2GIS: directory & navigator,Increase the launch speed on weak devices.,Negative,-0.375,0.625
2GIS: directory & navigator,Need improve lot location search suggestions,Neutral,0.0,0.0
2GIS: directory & navigator,I like map show abu dhabi I want add abu Dhabi also possible,Neutral,0.0,1.0
2GIS: directory & navigator,"Previously, the application was eating less battery, now the consumption is estimated by the phone as high intensive",Negative,-0.05777777777777777,0.2577777777777777
2GIS: directory & navigator,I moved to another city without knowing the areas. Everywhere this application helps out.,Neutral,0.0,0.0
2GIS: directory & navigator,Making life easy thanks lot 2GIS!!!,Positive,0.4119791666666667,0.5166666666666667
2GIS: directory & navigator,It's useful Its helping always find location,Positive,0.3,0.0
2GIS: directory & navigator,Nothing,Neutral,0.0,0.0
2GIS: directory & navigator,I wish maps countries around world.,Neutral,0.0,0.0
2GIS: directory & navigator,Already a couple of weeks is very buggy! What happened then. Everything happens slowly with delay. Or even hang.,Negative,-0.025000000000000022,0.35
2GIS: directory & navigator,"A good application, but you need to work with updates, for example an object is built, but you do not have it there",Positive,0.7,0.6000000000000001
2GIS: directory & navigator,The really good offline navigation. Iam visit visa Dubai helped lot navigation searching jobs. As feedback would like developers knows developmental activities routes changed also stops changed please update it.,Positive,0.7,0.6000000000000001
2GIS: directory & navigator,"I think it'd great u add notifications app. ex. there's one/two busstops till destination point. people could leave open, without checking watching way again. like I it, little paranoid scared miss stop",Positive,0.2041666666666667,0.5833333333333334
2GIS: directory & navigator,"The application is very healthy, but I do not know how much the application has started to hang constantly and fly out. Very often a white screen just appears and the application hangs.",Positive,0.30833333333333335,0.3972222222222222
2GIS: directory & navigator,"Everything was fine, then for some reason you stopped updating the maps. For example, at the Exhibition of Economic Achievements for a long time there is a repair and postponed the transfer, I was hoping that the July update will fix, but, no, nothing happened.",Positive,0.18888888888888888,0.3666666666666667
2GIS: directory & navigator,Yesterday tooks wrong location going meeting. Meeting got canceled delay reach right place. In Al Quoz Dubai,Negative,-0.10714285714285715,0.7178571428571429
2GIS: directory & navigator,"Thank app. I often different cities I go. Please, add Tashkent city. This capital Uzbakistant.",Neutral,0.0,0.6
2GIS: directory & navigator,This good people send what's working plz check,Positive,0.7,0.6000000000000001
2GIS: directory & navigator,Awesommmmmmmmmm app.. Jst dwnld nd njy.. We nt get trapped anywhr.. Pakka,Negative,-0.2,0.0
2GIS: directory & navigator,"I always use the application, I think that the most convenient interface from all offline maps, but was very surprised that I did not find in the list of cities in Minsk. I had to download the competitor application.",Positive,0.315,0.75
2GIS: directory & navigator,BEST I HAVE EVER USED IN OFFLINE MODE IT WORKS VERY WELL IN OFFLINE MODE IN UAE,Positive,0.6,0.3
2GIS: directory & navigator,Constantly flies. It is impossible to use. Samsung galaxy note 4,Negative,-0.3333333333333333,0.6666666666666666
2GIS: directory & navigator,Amazing.. please add multiple destinations.,Positive,0.30000000000000004,0.45
2GIS: directory & navigator,"Cool prog, not just rescued",Positive,0.35,0.65
2GIS: directory & navigator,"For pedestrians, especially in a foreign city, I do not know the application better. But when you sit behind the wheel - the impression spoils. It is still convenient to find places in it, but do not go to them. Repeatedly the navigator offered me to roll up or turn around so I would be on the roadway of oncoming traffic. Not to mention the fact that the navigator sometimes offers dirt roads instead of normal ones. I spent the whole night at the track this winter.",Positive,0.02857142857142857,0.3714285714285714
2GIS: directory & navigator,"Disgusting. At first everything was fine, but then - I do not know what it is (the language does not turn to say ""applications"") pereklinilo, but I was offered twice the exact opposite route. Very much I do not advise IT to download, but if you dare - be ready instead of the right place to go to the ebony sure that you are going right.",Positive,0.1448095238095238,0.48036507936507933
2GIS: directory & navigator,"Best map Dubai, Sharjah, Ajman, please add Abu Dhabi, Ras-Al-khaima, Fujairah, Umm Al Qwain",Positive,1.0,0.3
2GIS: directory & navigator,It's useful without internet,Positive,0.3,0.0
2GIS: directory & navigator,Number aps world,Neutral,0.0,0.0
2GIS: directory & navigator,Always helps,Neutral,0.0,0.0
2GIS: directory & navigator,Amazing But also need location abu dhabi plzzzzz,Positive,0.6000000000000001,0.9
2GIS: directory & navigator,"For the icon, thank you!",Neutral,0.0,0.0
2RedBeans,What waiting for. Join platform thank later.,Neutral,0.0,0.0
2RedBeans,Great,Positive,0.8,0.75
2RedBeans,nice,Positive,0.6,1.0
2RedBeans,Kinda good know I find ms right,Positive,0.4928571428571428,0.5678571428571428
2RedBeans,exciting experience meet someone dont idea of...,Positive,0.3,0.8
2RedBeans,Best dating ever,Positive,1.0,0.3
2RedBeans,Very good,Positive,0.9099999999999999,0.7800000000000001
2RedBeans,Very nice,Positive,0.78,1.0
2RedBeans,Nice,Positive,0.6,1.0
2RedBeans,Good,Positive,0.7,0.6000000000000001
2RedBeans,Cool,Positive,0.35,0.65
2RedBeans,"Good app, could free features like translation search engine settings.",Positive,0.55,0.7000000000000001
2RedBeans,Let try first.,Positive,0.25,0.3333333333333333
2RedBeans,can't chat,Neutral,0.0,0.0
2RedBeans,Excellent,Positive,1.0,1.0
2RedBeans,Ok,Positive,0.5,0.5
2RedBeans,Just new,Positive,0.13636363636363635,0.45454545454545453
2RedBeans,Very good,Positive,0.9099999999999999,0.7800000000000001
2RedBeans,I really like could help find future Chinese husband I really want name black woman really cool get find Chinese house I find Chinese guys attractive I need better looking Japanese guys cuz Japanese guys got flat faces,Positive,0.14294871794871794,0.24871794871794872
2RedBeans,Great loving,Positive,0.7,0.85
2RedBeans,Good fun!,Positive,0.5375,0.4
2RedBeans,Simple,Neutral,0.0,0.35714285714285715
2RedBeans,Awesome,Positive,1.0,1.0
2RedBeans,Good,Positive,0.7,0.6000000000000001
2RedBeans,"It's really great app! I found girlfriend using 2RedBeans! My life much better - pretty, cute fits requirements! Could imagine life us 2RedBeans! Highly recommended!!",Positive,0.55625,0.758
2RedBeans,I hate takes requirements send message,Negative,-0.8,0.9
2RedBeans,"This ladies find partner. When men try make friends ladies, 5% lady reply chat.",Neutral,0.0,0.0
2RedBeans,"Amazing app, easy intuitive. found half 2RedBeans. highly recommend!",Positive,0.2666666666666667,0.61
2RedBeans,nan,nan,nan,nan
2RedBeans,It's good full real people,Positive,0.4166666666666666,0.4833333333333334
2RedBeans,Is hard,Negative,-0.2916666666666667,0.5416666666666666
2RedBeans,Nice g,Positive,0.6,1.0
2RedBeans,Nice,Positive,0.6,1.0
2RedBeans,Nice app. Definitely need pay benefit it. Is way filter cities see who's nearby like website?,Positive,0.3,0.75
2RedBeans,"ad said free chat,",Positive,0.4,0.8
2RedBeans,Hope wish come true,Positive,0.35,0.65
2RedBeans,Sweet,Positive,0.35,0.65
2RedBeans,Rubbish,Neutral,0.0,0.0
2RedBeans,Thief,Neutral,0.0,0.0
2RedBeans,"It good way know many new friends . I friend also this, pay explored new world .",Positive,0.36818181818181817,0.5022727272727273
2ndLine - Second Phone Number,"It's really good, I problem. When make groupchats tells whole groupchat ((your email)) used second line create chat send messages groupchat, actul message says email. I would like fixed please. Other that, amazing",Positive,0.24583333333333335,0.41250000000000003
2ndLine - Second Phone Number,"Everyday, someone keeps calling me.. kinda bugs me.. every night.. I've send guys email every detail freakin mysterious call, hope hear good news you..",Positive,0.16666666666666666,0.7333333333333334
2ndLine - Second Phone Number,Thanks fixing notification problem new recent update I give 5 stars cause I miss calls texts anymore,Positive,0.11212121212121212,0.3015151515151515
2ndLine - Second Phone Number,When get phone calls make makes person line,Neutral,0.0,0.0
2ndLine - Second Phone Number,whenever number verification say cannot plzz tell,Neutral,0.0,0.0
2ndLine - Second Phone Number,IT ring phone,Neutral,0.0,0.0
2ndLine - Second Phone Number,This aap awesome,Positive,1.0,1.0
2ndLine - Second Phone Number,Eight,Neutral,0.0,0.0
2ndLine - Second Phone Number,"I really liked features. It really send receive SMS calls wifi 4G. However, I queries developer: 1) Why I'm able number whatsapp facebook registration? 2) Why I able call US based landline numbers? Rest good far. Thanks ton!",Positive,0.40714285714285714,0.5785714285714285
2ndLine - Second Phone Number,I loved ads starting popping using it. Get rid ads dominating entire screen. I hate that. At least put ads corners make small really hinder well I app.,Negative,-0.06428571428571431,0.48928571428571427
2ndLine - Second Phone Number,"I'm using Premium still poor quality calls. Voice breaks badly sometimes people can't even understand I tell them, 4G Wi-Fi, connection, poorly designed.",Negative,-0.5,0.6222222222222222
2ndLine - Second Phone Number,"I can't even it, I deleted first I downloaded cos even letting register , I can't again!!! Please need work app!!!!",Positive,1.0,0.3333333333333333
2ndLine - Second Phone Number,My calls keep dropping complete. This sucks trying take care important calls handle business may able reach person need talk to.,Positive,0.17500000000000002,0.58125
2ndLine - Second Phone Number,"Can't create account. Keeps saying ""An error occurred"". Tried different emails, different passwords. Nothing.",Neutral,0.0,0.6
2ndLine - Second Phone Number,Cant create account. Tried 4 different emails says 'an error occurred'. Wasted time. Uninstalling,Negative,-0.1,0.3
2ndLine - Second Phone Number,This keep dropping I open n loses signal takes long load.. Friends receiving photos I'm sending them..,Negative,-0.11666666666666665,0.3333333333333333
2ndLine - Second Phone Number,Keeps crashing. Keeps ending calls. Please fix! On note 8,Neutral,0.0,0.0
2ndLine - Second Phone Number,"fix problem ""the error occurred"" i'm happy give five stars",Positive,0.8,1.0
2ndLine - Second Phone Number,"I installed signed up..but I able make calls texting, receive send to.any numbers..I tried also canada numbers, response",Positive,0.5,0.625
2ndLine - Second Phone Number,I really like app. But I want know available iPhone ??,Positive,0.30000000000000004,0.30000000000000004
2ndLine - Second Phone Number,"I cannot create account always pop ""connect error occurred""",Neutral,0.0,0.0
2ndLine - Second Phone Number,I pay 10$ credit make international calls ... never recieve it!!!!!,Neutral,0.0,0.0
2ndLine - Second Phone Number,It acts weird sometimes frustrating I need good line connect people's with.,Negative,-0.0666666666666667,0.8333333333333334
2ndLine - Second Phone Number,This showing error signup,Neutral,0.0,0.0
2ndLine - Second Phone Number,allow sign up. Fix problem,Neutral,0.0,0.0
2ndLine - Second Phone Number,Unable sing up!! Always show error,Negative,-0.78125,0.5
2ndLine - Second Phone Number,As error occurred bata raha hai,Neutral,0.0,0.0
2ndLine - Second Phone Number,I can't create account....it saying error occurred,Neutral,0.0,0.0
2ndLine - Second Phone Number,Sweet I original number I call text friends family,Positive,0.3625,0.7
2ndLine - Second Phone Number,When creating account always showing error occurred ..,Neutral,0.0,0.0
2ndLine - Second Phone Number,Its good creating number It shows error occurred Plz fix,Positive,0.7,0.6000000000000001
2ndLine - Second Phone Number,Error occurred sign,Neutral,0.0,0.0
2ndLine - Second Phone Number,Remove add sign sure,Positive,0.5,0.8888888888888888
2ndLine - Second Phone Number,Great app. You made great. I enjoying it. I love 2nd Line,Positive,0.52,0.54
2ndLine - Second Phone Number,Error?what heck..,Neutral,0.0,0.0
2ndLine - Second Phone Number,Unable create account,Negative,-0.5,0.5
2ndLine - Second Phone Number,Always error,Neutral,0.0,0.0
2ndLine - Second Phone Number,"It's great app, easy works well",Positive,0.6166666666666667,0.7916666666666667
2ndLine - Second Phone Number,Very nice easy,Positive,0.6066666666666667,0.9166666666666667
2ndLine - Second Phone Number,Good business line! Now make wifi compatible,Positive,0.875,0.6000000000000001
30 Day Fitness Challenge - Workout at Home,"It'd great u added exercises. I mean chest, back, shoulders.",Positive,0.1625,0.4791666666666667
30 Day Fitness Challenge - Workout at Home,Some times exercises match designated body parts aim work on. But still great all.,Positive,0.8,0.75
30 Day Fitness Challenge - Workout at Home,Helped get ideal body I wanted,Positive,0.9,1.0
30 Day Fitness Challenge - Workout at Home,"Always challenging definetly worth it. I feel energetic ""loose"" day. Made better power too. It puts little ease tells almost gives good advice.",Positive,0.3193681318681319,0.4956043956043956
30 Day Fitness Challenge - Workout at Home,Very challenging. Best workout far. Love,Positive,0.5625,0.725
30 Day Fitness Challenge - Workout at Home,"I'm disappointed confusing I'm able understanding level beginner intermediate & advance exercise, audio also working well workout, full body workout content available, 100% full body workout & accurate way, something satisfaction",Positive,0.1357142857142857,0.5583333333333333
30 Day Fitness Challenge - Workout at Home,"Really good, shows workout moves!",Positive,0.875,0.6000000000000001
30 Day Fitness Challenge - Workout at Home,Have fun ... Brother ... make a lot of fun ... Thanks,Positive,0.26666666666666666,0.20000000000000004
30 Day Fitness Challenge - Workout at Home,Great personal training,Positive,0.4,0.525
30 Day Fitness Challenge - Workout at Home,Very helpful!,Positive,0.25,0.3
30 Day Fitness Challenge - Workout at Home,Love,Positive,0.5,0.6
30 Day Fitness Challenge - Workout at Home,"I've tried multiple workout I seem always come back one. The workouts categorized gives much break need workouts, also rest day. I really liked starts easy progresses days go by. It also connects Google Fit !",Positive,0.2888888888888889,0.37222222222222223
30 Day Fitness Challenge - Workout at Home,I started I find motivation go gym. I found 30 days good way keeping gave lot motivation. Something I usually struggle with. I calorie controlled diet (because I can't give chocolate) 2 months I lost stone! I started medium silver complete hard silver. I side plank 10 seconds started hold 60 seconds! Not sure I go I certainly improved thanks app!,Positive,0.04817176870748298,0.49314058956916096
30 Day Fitness Challenge - Workout at Home,"I really enjoy app, I love workout options. The workouts get challenging progress, I feel getting stronger. I wanted pay app, I saw reviews year stating free version options. I would like buy, I'll wait ensure bugs fixed first.",Positive,0.35833333333333334,0.5722222222222223
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,"Can please tell me, I really confused ,how weight loss? Should follow easy ,medium hard levels daily complete monthly?",Negative,-0.03166666666666667,0.49499999999999994
30 Day Fitness Challenge - Workout at Home,"This good gym instructor.it covers home exercises,very easily effectively.if left exercises days remind come back.It provide exercise may look effect 3 weeks.I love app.I thankful designer,thanks much.",Positive,0.36666666666666664,0.44666666666666677
30 Day Fitness Challenge - Workout at Home,It's easy use! Perfect people looking workout home. You make easy hard want. Do category make longer workout like.,Positive,0.42083333333333334,0.8020833333333334
30 Day Fitness Challenge - Workout at Home,Love this! It's simple effective. Week 2 easy program I've lost 1.5 inches waist. I've recommended friends family. I even got husband workouts.,Positive,0.41458333333333336,0.6476190476190476
30 Day Fitness Challenge - Workout at Home,"I getting anywhere weight loss goal.....but husband introduced app, I achieved easily every amazed transformation.",Positive,0.43333333333333335,0.8333333333333334
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,"Great app, helps keep track workouts, gives tips exercises, workouts short get tired, lot ads",Positive,0.13333333333333333,0.5833333333333334
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,Just starting work slow I back injury great work pace,Positive,0.125,0.3125
30 Day Fitness Challenge - Workout at Home,"Great app, keeps motivated. Love 30 day challenge end sight, even 30 days again!",Positive,0.7125,0.675
30 Day Fitness Challenge - Workout at Home,Quick easy way work without go gym,Positive,0.3833333333333333,0.6666666666666667
30 Day Fitness Challenge - Workout at Home,I hate forces exercise everyday.,Negative,-0.5,0.75
30 Day Fitness Challenge - Workout at Home,help lot losing weight. i've using since early july currently losing 2 kg ++. hee pray keep losing weight!,Positive,0.05,0.35
30 Day Fitness Challenge - Workout at Home,I really love I like actually shows it!,Positive,0.25,0.35
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,There many ads. Apart workouts really effective. By 15th day noticeable changes seen.,Positive,0.55,0.65
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,This helped get back great shape! I often get complements toned I look.,Positive,0.5,0.375
30 Day Fitness Challenge - Workout at Home,nan,nan,nan,nan
30 Day Fitness Challenge - Workout at Home,Like workouts. Just wish variety workouts.,Neutral,0.0,0.0
30 Day Fitness Challenge - Workout at Home,"Great app, easy great combination exercises keeps things interesting!",Positive,0.6645833333333333,0.7083333333333334
30 Day Fitness Challenge - Workout at Home,It diet chart also. It helpful us. According everyone's need diet also necessary,Neutral,0.0,1.0
365Scores - Live Scores,"The amazing , highlights within may post . I downloaded see highlights otherwise I like listen I hope guys would . I suggest idea may allow users post highlights match . Well , I hope would look . THANKS",Positive,0.4,0.55
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,Can log google+ many ads iritating please remove ads fix log problem,Positive,0.5,0.5
365Scores - Live Scores,"Please, update player list liga 1 indonesia.",Neutral,0.0,0.0
365Scores - Live Scores,Great issues sorted,Positive,0.8,0.75
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,It's amazing need new design,Positive,0.3681818181818182,0.6772727272727272
365Scores - Live Scores,"Please add play-by-play scores, especially MLB",Neutral,0.0,1.0
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,Very wonderful application,Positive,1.0,1.0
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
365Scores - Live Scores,nan,nan,nan,nan
